instant,dteday,holiday,weathersit,temp,atemp,hum,windspeed,count,day_of_the_week,month,season
12222,2012-05-29,0,1,0.74,0.6970000000000001,0.7,0.2985,183,Tuesday,May,Spring
12223,2012-05-29,0,1,0.76,0.7121,0.62,0.2985,197,Tuesday,May,Spring
12224,2012-05-29,0,1,0.8,0.7576,0.55,0.3284,237,Tuesday,May,Spring
12225,2012-05-29,0,1,0.82,0.7727,0.52,0.3881,239,Tuesday,May,Spring
12226,2012-05-29,0,1,0.82,0.7727,0.52,0.4179,238,Tuesday,May,Spring
12227,2012-05-29,0,1,0.82,0.7727,0.49,0.3881,256,Tuesday,May,Spring
12228,2012-05-29,0,1,0.82,0.7727,0.49,0.4925,393,Tuesday,May,Spring
12229,2012-05-29,0,1,0.82,0.7576,0.46,0.4179,781,Tuesday,May,Spring
12230,2012-05-29,0,1,0.8,0.7424,0.49,0.4925,710,Tuesday,May,Spring
12231,2012-05-29,0,1,0.78,0.7121,0.52,0.3582,526,Tuesday,May,Spring
12232,2012-05-29,0,3,0.7,0.6515,0.61,0.5224,204,Tuesday,May,Spring
12233,2012-05-29,0,3,0.6,0.5455,0.88,0.4478,71,Tuesday,May,Spring
12234,2012-05-29,0,2,0.62,0.5606,0.88,0.0896,55,Tuesday,May,Spring
12235,2012-05-29,0,3,0.62,0.5455,0.94,0.0,50,Tuesday,May,Spring
12236,2012-05-30,0,3,0.64,0.5758,0.89,0.1045,36,Wednesday,May,Spring
12237,2012-05-30,0,3,0.64,0.5758,0.89,0.194,4,Wednesday,May,Spring
12238,2012-05-30,0,3,0.62,0.5455,0.94,0.0896,5,Wednesday,May,Spring
12239,2012-05-30,0,3,0.62,0.5606,0.88,0.1343,5,Wednesday,May,Spring
12240,2012-05-30,0,2,0.62,0.5606,0.88,0.1343,6,Wednesday,May,Spring
12241,2012-05-30,0,2,0.62,0.5909,0.78,0.1343,41,Wednesday,May,Spring
12242,2012-05-30,0,2,0.6,0.5758,0.78,0.1045,144,Wednesday,May,Spring
12243,2012-05-30,0,3,0.6,0.5758,0.78,0.194,483,Wednesday,May,Spring
12244,2012-05-30,0,2,0.6,0.5909,0.73,0.1642,671,Wednesday,May,Spring
12245,2012-05-30,0,2,0.62,0.6061,0.69,0.194,305,Wednesday,May,Spring
12246,2012-05-30,0,2,0.62,0.6061,0.69,0.2836,177,Wednesday,May,Spring
12247,2012-05-30,0,2,0.66,0.6212,0.65,0.194,208,Wednesday,May,Spring
12248,2012-05-30,0,1,0.7,0.6515,0.54,0.0,253,Wednesday,May,Spring
12249,2012-05-30,0,1,0.7,0.6515,0.51,0.0,289,Wednesday,May,Spring
12250,2012-05-30,0,1,0.72,0.6515,0.42,0.1343,252,Wednesday,May,Spring
12251,2012-05-30,0,1,0.72,0.6667,0.51,0.1343,275,Wednesday,May,Spring
12252,2012-05-30,0,1,0.72,0.6667,0.51,0.1642,398,Wednesday,May,Spring
12253,2012-05-30,0,1,0.74,0.6667,0.48,0.0896,839,Wednesday,May,Spring
12254,2012-05-30,0,1,0.74,0.6667,0.48,0.1642,796,Wednesday,May,Spring
12255,2012-05-30,0,1,0.72,0.6667,0.54,0.1642,556,Wednesday,May,Spring
12256,2012-05-30,0,2,0.54,0.5152,0.6,0.1343,431,Wednesday,May,Spring
12257,2012-05-30,0,1,0.68,0.6364,0.57,0.1045,304,Wednesday,May,Spring
12258,2012-05-30,0,1,0.66,0.6212,0.69,0.1045,217,Wednesday,May,Spring
12259,2012-05-30,0,1,0.66,0.6212,0.65,0.1045,160,Wednesday,May,Spring
12260,2012-05-31,0,1,0.64,0.6061,0.69,0.1343,61,Thursday,May,Spring
12261,2012-05-31,0,1,0.64,0.6061,0.69,0.0896,26,Thursday,May,Spring
12262,2012-05-31,0,1,0.64,0.6061,0.65,0.0896,14,Thursday,May,Spring
12263,2012-05-31,0,1,0.62,0.6061,0.69,0.0896,8,Thursday,May,Spring
12264,2012-05-31,0,1,0.62,0.6061,0.69,0.0,8,Thursday,May,Spring
12265,2012-05-31,0,1,0.62,0.6061,0.69,0.2537,33,Thursday,May,Spring
12266,2012-05-31,0,1,0.6,0.5909,0.73,0.2239,178,Thursday,May,Spring
12267,2012-05-31,0,1,0.6,0.6061,0.64,0.2836,507,Thursday,May,Spring
12268,2012-05-31,0,1,0.62,0.6212,0.57,0.2537,693,Thursday,May,Spring
12269,2012-05-31,0,1,0.66,0.6212,0.47,0.2537,311,Thursday,May,Spring
12270,2012-05-31,0,1,0.7,0.6364,0.39,0.3881,220,Thursday,May,Spring
12271,2012-05-31,0,1,0.72,0.6515,0.37,0.2836,218,Thursday,May,Spring
12272,2012-05-31,0,1,0.72,0.6515,0.37,0.194,292,Thursday,May,Spring
12273,2012-05-31,0,1,0.74,0.6515,0.35,0.1343,293,Thursday,May,Spring
12274,2012-05-31,0,1,0.76,0.6667,0.31,0.194,254,Thursday,May,Spring
12275,2012-05-31,0,1,0.76,0.6667,0.33,0.2985,290,Thursday,May,Spring
12276,2012-05-31,0,1,0.76,0.6667,0.33,0.2836,487,Thursday,May,Spring
12277,2012-05-31,0,1,0.76,0.6667,0.31,0.1642,827,Thursday,May,Spring
12278,2012-05-31,0,1,0.74,0.6515,0.3,0.194,785,Thursday,May,Spring
12279,2012-05-31,0,1,0.72,0.6515,0.34,0.1642,591,Thursday,May,Spring
12280,2012-05-31,0,1,0.68,0.6364,0.44,0.1642,479,Thursday,May,Spring
12281,2012-05-31,0,1,0.68,0.6364,0.44,0.1642,359,Thursday,May,Spring
12282,2012-05-31,0,1,0.66,0.6212,0.5,0.1642,264,Thursday,May,Spring
12283,2012-05-31,0,1,0.66,0.6212,0.54,0.2239,140,Thursday,May,Spring
12284,2012-06-01,0,1,0.66,0.6212,0.5,0.2537,86,Friday,June,Summer
12285,2012-06-01,0,1,0.64,0.6212,0.53,0.2239,34,Friday,June,Summer
12286,2012-06-01,0,1,0.64,0.6212,0.57,0.2239,16,Friday,June,Summer
12287,2012-06-01,0,2,0.62,0.5909,0.73,0.0896,4,Friday,June,Summer
12288,2012-06-01,0,2,0.62,0.5909,0.73,0.0896,6,Friday,June,Summer
12289,2012-06-01,0,2,0.62,0.5909,0.78,0.0896,45,Friday,June,Summer
12290,2012-06-01,0,3,0.62,0.5606,0.88,0.1343,141,Friday,June,Summer
12291,2012-06-01,0,2,0.64,0.5758,0.89,0.194,402,Friday,June,Summer
12292,2012-06-01,0,2,0.64,0.5758,0.89,0.194,694,Friday,June,Summer
12293,2012-06-01,0,2,0.64,0.5758,0.83,0.2239,298,Friday,June,Summer
12294,2012-06-01,0,2,0.66,0.6061,0.78,0.2836,204,Friday,June,Summer
12295,2012-06-01,0,2,0.7,0.6667,0.74,0.2836,235,Friday,June,Summer
12296,2012-06-01,0,2,0.7,0.6667,0.74,0.3582,310,Friday,June,Summer
12297,2012-06-01,0,1,0.72,0.6818,0.7,0.2985,316,Friday,June,Summer
12298,2012-06-01,0,3,0.72,0.6818,0.66,0.2836,254,Friday,June,Summer
12299,2012-06-01,0,3,0.72,0.6818,0.66,0.2836,258,Friday,June,Summer
12300,2012-06-01,0,3,0.74,0.6818,0.58,0.4478,222,Friday,June,Summer
12301,2012-06-01,0,3,0.7,0.6515,0.7,0.2537,227,Friday,June,Summer
12302,2012-06-01,0,3,0.62,0.5606,0.88,0.3582,110,Friday,June,Summer
12303,2012-06-01,0,3,0.62,0.5606,0.88,0.3582,45,Friday,June,Summer
12304,2012-06-01,0,3,0.62,0.5455,0.94,0.2537,39,Friday,June,Summer
12305,2012-06-01,0,3,0.64,0.5909,0.78,0.2537,85,Friday,June,Summer
12306,2012-06-01,0,3,0.6,0.5455,0.88,0.1343,23,Friday,June,Summer
12307,2012-06-01,0,3,0.6,0.5455,0.88,0.1343,73,Friday,June,Summer
12308,2012-06-02,0,2,0.56,0.5303,0.83,0.1343,86,Saturday,June,Summer
12309,2012-06-02,0,2,0.56,0.5303,0.83,0.1045,76,Saturday,June,Summer
12310,2012-06-02,0,2,0.54,0.5152,0.88,0.0,41,Saturday,June,Summer
12311,2012-06-02,0,1,0.56,0.5303,0.73,0.2537,26,Saturday,June,Summer
12312,2012-06-02,0,1,0.54,0.5152,0.68,0.2836,13,Saturday,June,Summer
12313,2012-06-02,0,1,0.5,0.4848,0.72,0.194,12,Saturday,June,Summer
12314,2012-06-02,0,2,0.5,0.4848,0.77,0.194,36,Saturday,June,Summer
12315,2012-06-02,0,1,0.52,0.5,0.72,0.1045,86,Saturday,June,Summer
12316,2012-06-02,0,1,0.54,0.5152,0.64,0.1642,210,Saturday,June,Summer
12317,2012-06-02,0,1,0.56,0.5303,0.6,0.2537,332,Saturday,June,Summer
12318,2012-06-02,0,1,0.6,0.6212,0.53,0.2985,493,Saturday,June,Summer
12319,2012-06-02,0,1,0.58,0.5455,0.46,0.2836,536,Saturday,June,Summer
12320,2012-06-02,0,1,0.62,0.6212,0.43,0.3582,668,Saturday,June,Summer
12321,2012-06-02,0,1,0.62,0.6212,0.41,0.2537,679,Saturday,June,Summer
12322,2012-06-02,0,1,0.64,0.6212,0.38,0.2985,647,Saturday,June,Summer
12323,2012-06-02,0,1,0.64,0.6212,0.38,0.2537,702,Saturday,June,Summer
12324,2012-06-02,0,1,0.64,0.6212,0.38,0.2537,644,Saturday,June,Summer
12325,2012-06-02,0,1,0.64,0.6212,0.36,0.0,586,Saturday,June,Summer
12326,2012-06-02,0,1,0.64,0.6212,0.36,0.0,512,Saturday,June,Summer
12327,2012-06-02,0,1,0.64,0.6212,0.36,0.1642,554,Saturday,June,Summer
12328,2012-06-02,0,1,0.62,0.6212,0.35,0.2836,399,Saturday,June,Summer
12329,2012-06-02,0,1,0.6,0.6212,0.4,0.1045,316,Saturday,June,Summer
12330,2012-06-02,0,1,0.58,0.5455,0.46,0.1343,228,Saturday,June,Summer
12331,2012-06-02,0,1,0.56,0.5303,0.52,0.1045,238,Saturday,June,Summer
12332,2012-06-03,0,1,0.54,0.5152,0.6,0.1642,169,Sunday,June,Summer
12333,2012-06-03,0,1,0.54,0.5152,0.56,0.1343,121,Sunday,June,Summer
12334,2012-06-03,0,1,0.52,0.5,0.59,0.1045,89,Sunday,June,Summer
12335,2012-06-03,0,1,0.52,0.5,0.63,0.1045,50,Sunday,June,Summer
12336,2012-06-03,0,1,0.5,0.4848,0.72,0.0896,13,Sunday,June,Summer
12337,2012-06-03,0,1,0.5,0.4848,0.68,0.0,12,Sunday,June,Summer
12338,2012-06-03,0,1,0.46,0.4545,0.82,0.1045,22,Sunday,June,Summer
12339,2012-06-03,0,1,0.5,0.4848,0.68,0.1045,35,Sunday,June,Summer
12340,2012-06-03,0,1,0.54,0.5152,0.6,0.0896,140,Sunday,June,Summer
12341,2012-06-03,0,1,0.6,0.6212,0.46,0.194,300,Sunday,June,Summer
12342,2012-06-03,0,1,0.62,0.6212,0.43,0.2239,404,Sunday,June,Summer
12343,2012-06-03,0,1,0.64,0.6212,0.41,0.2537,511,Sunday,June,Summer
12344,2012-06-03,0,1,0.66,0.6212,0.39,0.2985,684,Sunday,June,Summer
12345,2012-06-03,0,1,0.68,0.6364,0.36,0.2836,686,Sunday,June,Summer
12346,2012-06-03,0,1,0.68,0.6364,0.36,0.3284,678,Sunday,June,Summer
12347,2012-06-03,0,1,0.7,0.6364,0.34,0.0,644,Sunday,June,Summer
12348,2012-06-03,0,1,0.7,0.6364,0.34,0.2985,662,Sunday,June,Summer
12349,2012-06-03,0,1,0.7,0.6364,0.34,0.2537,578,Sunday,June,Summer
12350,2012-06-03,0,1,0.7,0.6364,0.34,0.2537,496,Sunday,June,Summer
12351,2012-06-03,0,1,0.68,0.6364,0.34,0.2836,453,Sunday,June,Summer
12352,2012-06-03,0,1,0.66,0.6212,0.39,0.194,314,Sunday,June,Summer
12353,2012-06-03,0,1,0.62,0.6212,0.43,0.1642,246,Sunday,June,Summer
12354,2012-06-03,0,1,0.62,0.6212,0.5,0.3881,226,Sunday,June,Summer
12355,2012-06-03,0,1,0.58,0.5455,0.53,0.1045,108,Sunday,June,Summer
12356,2012-06-04,0,1,0.58,0.5455,0.53,0.0,49,Monday,June,Summer
12357,2012-06-04,0,3,0.56,0.5303,0.6,0.1642,14,Monday,June,Summer
12358,2012-06-04,0,1,0.56,0.5303,0.6,0.2239,11,Monday,June,Summer
12359,2012-06-04,0,2,0.56,0.5303,0.6,0.1642,5,Monday,June,Summer
12360,2012-06-04,0,1,0.54,0.5152,0.64,0.0896,8,Monday,June,Summer
12361,2012-06-04,0,1,0.52,0.5,0.68,0.0,35,Monday,June,Summer
12362,2012-06-04,0,1,0.52,0.5,0.68,0.0,139,Monday,June,Summer
12363,2012-06-04,0,1,0.56,0.5303,0.6,0.2239,517,Monday,June,Summer
12364,2012-06-04,0,1,0.6,0.6212,0.49,0.2239,665,Monday,June,Summer
12365,2012-06-04,0,1,0.62,0.6212,0.43,0.2836,282,Monday,June,Summer
12366,2012-06-04,0,1,0.64,0.6212,0.41,0.4627,187,Monday,June,Summer
12367,2012-06-04,0,1,0.64,0.6212,0.38,0.4925,239,Monday,June,Summer
12368,2012-06-04,0,1,0.64,0.6212,0.41,0.4478,282,Monday,June,Summer
12369,2012-06-04,0,1,0.64,0.6212,0.41,0.3582,274,Monday,June,Summer
12370,2012-06-04,0,1,0.62,0.6212,0.41,0.4925,270,Monday,June,Summer
12371,2012-06-04,0,1,0.66,0.6212,0.39,0.2985,292,Monday,June,Summer
12372,2012-06-04,0,1,0.66,0.6212,0.39,0.4627,448,Monday,June,Summer
12373,2012-06-04,0,1,0.64,0.6212,0.38,0.4478,834,Monday,June,Summer
12374,2012-06-04,0,1,0.64,0.6212,0.38,0.3881,822,Monday,June,Summer
12375,2012-06-04,0,1,0.62,0.6212,0.38,0.4179,645,Monday,June,Summer
12376,2012-06-04,0,1,0.6,0.6212,0.4,0.3582,461,Monday,June,Summer
12377,2012-06-04,0,1,0.58,0.5455,0.49,0.2537,265,Monday,June,Summer
12378,2012-06-04,0,1,0.56,0.5303,0.52,0.2836,168,Monday,June,Summer
12379,2012-06-04,0,1,0.58,0.5455,0.49,0.2985,86,Monday,June,Summer
12380,2012-06-05,0,1,0.54,0.5152,0.68,0.4179,34,Tuesday,June,Summer
12381,2012-06-05,0,2,0.52,0.5,0.77,0.3284,20,Tuesday,June,Summer
12382,2012-06-05,0,3,0.52,0.5,0.72,0.2985,8,Tuesday,June,Summer
12383,2012-06-05,0,3,0.5,0.4848,0.82,0.194,5,Tuesday,June,Summer
12384,2012-06-05,0,3,0.5,0.4848,0.82,0.194,5,Tuesday,June,Summer
12385,2012-06-05,0,3,0.48,0.4697,0.82,0.1642,36,Tuesday,June,Summer
12386,2012-06-05,0,1,0.48,0.4697,0.82,0.2537,184,Tuesday,June,Summer
12387,2012-06-05,0,1,0.48,0.4697,0.77,0.2985,569,Tuesday,June,Summer
12388,2012-06-05,0,2,0.48,0.4697,0.77,0.2239,710,Tuesday,June,Summer
12389,2012-06-05,0,2,0.52,0.5,0.72,0.2537,335,Tuesday,June,Summer
12390,2012-06-05,0,2,0.52,0.5,0.63,0.2985,176,Tuesday,June,Summer
12391,2012-06-05,0,2,0.56,0.5303,0.56,0.194,227,Tuesday,June,Summer
12392,2012-06-05,0,2,0.54,0.5152,0.56,0.2239,247,Tuesday,June,Summer
12393,2012-06-05,0,2,0.6,0.6212,0.46,0.1642,267,Tuesday,June,Summer
12394,2012-06-05,0,2,0.58,0.5455,0.46,0.1642,276,Tuesday,June,Summer
12395,2012-06-05,0,2,0.58,0.5455,0.46,0.1343,272,Tuesday,June,Summer
12396,2012-06-05,0,1,0.6,0.6212,0.43,0.194,473,Tuesday,June,Summer
12397,2012-06-05,0,1,0.6,0.6212,0.43,0.0,850,Tuesday,June,Summer
12398,2012-06-05,0,1,0.6,0.6212,0.43,0.194,790,Tuesday,June,Summer
12399,2012-06-05,0,1,0.58,0.5455,0.46,0.2537,513,Tuesday,June,Summer
12400,2012-06-05,0,1,0.56,0.5303,0.49,0.2239,415,Tuesday,June,Summer
12401,2012-06-05,0,1,0.54,0.5152,0.56,0.1642,283,Tuesday,June,Summer
12402,2012-06-05,0,1,0.56,0.5303,0.52,0.1045,193,Tuesday,June,Summer
12403,2012-06-05,0,1,0.54,0.5152,0.56,0.0896,113,Tuesday,June,Summer
12404,2012-06-06,0,1,0.52,0.5,0.59,0.0896,49,Wednesday,June,Summer
12405,2012-06-06,0,1,0.52,0.5,0.68,0.0,27,Wednesday,June,Summer
12406,2012-06-06,0,1,0.5,0.4848,0.68,0.0,11,Wednesday,June,Summer
12407,2012-06-06,0,1,0.46,0.4545,0.82,0.0,8,Wednesday,June,Summer
12408,2012-06-06,0,1,0.46,0.4545,0.82,0.1045,10,Wednesday,June,Summer
12409,2012-06-06,0,1,0.48,0.4697,0.77,0.0,38,Wednesday,June,Summer
12410,2012-06-06,0,1,0.48,0.4697,0.77,0.0,172,Wednesday,June,Summer
12411,2012-06-06,0,1,0.5,0.4848,0.72,0.0,547,Wednesday,June,Summer
12412,2012-06-06,0,1,0.54,0.5152,0.68,0.0,668,Wednesday,June,Summer
12413,2012-06-06,0,1,0.56,0.5303,0.6,0.0896,303,Wednesday,June,Summer
12414,2012-06-06,0,1,0.6,0.6212,0.46,0.0896,203,Wednesday,June,Summer
12415,2012-06-06,0,1,0.62,0.6212,0.43,0.0896,226,Wednesday,June,Summer
12416,2012-06-06,0,1,0.62,0.6212,0.38,0.0,315,Wednesday,June,Summer
12417,2012-06-06,0,1,0.62,0.6212,0.41,0.0896,303,Wednesday,June,Summer
12418,2012-06-06,0,1,0.64,0.6212,0.38,0.0,302,Wednesday,June,Summer
12419,2012-06-06,0,1,0.64,0.6212,0.38,0.0,300,Wednesday,June,Summer
12420,2012-06-06,0,1,0.64,0.6212,0.41,0.1343,452,Wednesday,June,Summer
12421,2012-06-06,0,1,0.62,0.6212,0.43,0.1343,724,Wednesday,June,Summer
12422,2012-06-06,0,3,0.6,0.6212,0.53,0.194,782,Wednesday,June,Summer
12423,2012-06-06,0,1,0.56,0.5303,0.73,0.2985,538,Wednesday,June,Summer
12424,2012-06-06,0,1,0.54,0.5152,0.73,0.2836,408,Wednesday,June,Summer
12425,2012-06-06,0,1,0.54,0.5152,0.73,0.1642,298,Wednesday,June,Summer
12426,2012-06-06,0,1,0.52,0.5,0.77,0.0896,248,Wednesday,June,Summer
12427,2012-06-06,0,1,0.52,0.5,0.77,0.0,123,Wednesday,June,Summer
12428,2012-06-07,0,1,0.52,0.5,0.77,0.1343,59,Thursday,June,Summer
12429,2012-06-07,0,1,0.52,0.5,0.77,0.1642,22,Thursday,June,Summer
12430,2012-06-07,0,1,0.52,0.5,0.77,0.0896,12,Thursday,June,Summer
12431,2012-06-07,0,1,0.5,0.4848,0.77,0.1045,5,Thursday,June,Summer
12432,2012-06-07,0,1,0.46,0.4545,0.88,0.1045,6,Thursday,June,Summer
12433,2012-06-07,0,1,0.48,0.4697,0.82,0.0896,34,Thursday,June,Summer
12434,2012-06-07,0,1,0.46,0.4545,0.88,0.1045,170,Thursday,June,Summer
12435,2012-06-07,0,1,0.5,0.4848,0.82,0.1642,526,Thursday,June,Summer
12436,2012-06-07,0,1,0.52,0.5,0.77,0.0,681,Thursday,June,Summer
12437,2012-06-07,0,1,0.58,0.5455,0.68,0.0,337,Thursday,June,Summer
12438,2012-06-07,0,1,0.6,0.6061,0.64,0.0896,210,Thursday,June,Summer
12439,2012-06-07,0,1,0.66,0.6212,0.47,0.2239,237,Thursday,June,Summer
12440,2012-06-07,0,1,0.7,0.6364,0.42,0.0,336,Thursday,June,Summer
12441,2012-06-07,0,1,0.7,0.6364,0.37,0.2836,315,Thursday,June,Summer
12442,2012-06-07,0,1,0.72,0.6515,0.37,0.2537,265,Thursday,June,Summer
12443,2012-06-07,0,1,0.74,0.6515,0.3,0.0,333,Thursday,June,Summer
12444,2012-06-07,0,1,0.72,0.6515,0.34,0.2239,466,Thursday,June,Summer
12445,2012-06-07,0,1,0.72,0.6515,0.34,0.2537,869,Thursday,June,Summer
12446,2012-06-07,0,1,0.7,0.6364,0.34,0.2836,813,Thursday,June,Summer
12447,2012-06-07,0,1,0.7,0.6364,0.34,0.2836,602,Thursday,June,Summer
12448,2012-06-07,0,1,0.66,0.6212,0.36,0.2985,478,Thursday,June,Summer
12449,2012-06-07,0,1,0.62,0.6212,0.41,0.3284,313,Thursday,June,Summer
12450,2012-06-07,0,1,0.6,0.6212,0.46,0.1642,228,Thursday,June,Summer
12451,2012-06-07,0,1,0.56,0.5303,0.52,0.1343,177,Thursday,June,Summer
12452,2012-06-08,0,1,0.56,0.5303,0.56,0.1642,77,Friday,June,Summer
12453,2012-06-08,0,1,0.56,0.5303,0.56,0.1642,29,Friday,June,Summer
12454,2012-06-08,0,1,0.56,0.5303,0.56,0.0,19,Friday,June,Summer
12455,2012-06-08,0,1,0.54,0.5152,0.6,0.0896,8,Friday,June,Summer
12456,2012-06-08,0,1,0.52,0.5,0.63,0.0,10,Friday,June,Summer
12457,2012-06-08,0,1,0.5,0.4848,0.72,0.1045,29,Friday,June,Summer
12458,2012-06-08,0,1,0.52,0.5,0.68,0.0896,139,Friday,June,Summer
12459,2012-06-08,0,1,0.52,0.5,0.72,0.1045,428,Friday,June,Summer
12460,2012-06-08,0,1,0.58,0.5455,0.6,0.0896,700,Friday,June,Summer
12461,2012-06-08,0,1,0.62,0.6212,0.53,0.1642,382,Friday,June,Summer
12462,2012-06-08,0,1,0.66,0.6212,0.47,0.2537,249,Friday,June,Summer
12463,2012-06-08,0,1,0.7,0.6364,0.42,0.2537,264,Friday,June,Summer
12464,2012-06-08,0,1,0.72,0.6515,0.39,0.3284,369,Friday,June,Summer
12465,2012-06-08,0,1,0.74,0.6515,0.37,0.2537,416,Friday,June,Summer
12466,2012-06-08,0,1,0.76,0.6667,0.31,0.3881,373,Friday,June,Summer
12467,2012-06-08,0,1,0.76,0.6667,0.29,0.2836,397,Friday,June,Summer
12468,2012-06-08,0,1,0.76,0.6667,0.29,0.2985,523,Friday,June,Summer
12469,2012-06-08,0,1,0.76,0.6667,0.29,0.194,793,Friday,June,Summer
12470,2012-06-08,0,1,0.76,0.6667,0.27,0.2239,723,Friday,June,Summer
12471,2012-06-08,0,1,0.74,0.6515,0.3,0.2239,555,Friday,June,Summer
12472,2012-06-08,0,1,0.72,0.6515,0.32,0.1343,408,Friday,June,Summer
12473,2012-06-08,0,1,0.7,0.6364,0.37,0.1343,339,Friday,June,Summer
12474,2012-06-08,0,1,0.68,0.6364,0.41,0.1045,291,Friday,June,Summer
12475,2012-06-08,0,1,0.64,0.6212,0.57,0.1642,215,Friday,June,Summer
12476,2012-06-09,0,1,0.64,0.6212,0.53,0.1045,206,Saturday,June,Summer
12477,2012-06-09,0,1,0.64,0.6212,0.53,0.0896,123,Saturday,June,Summer
12478,2012-06-09,0,1,0.64,0.6212,0.5,0.2239,89,Saturday,June,Summer
12479,2012-06-09,0,1,0.62,0.6212,0.57,0.0,40,Saturday,June,Summer
12480,2012-06-09,0,1,0.62,0.6212,0.57,0.0,8,Saturday,June,Summer
12481,2012-06-09,0,1,0.6,0.6212,0.56,0.1045,19,Saturday,June,Summer
12482,2012-06-09,0,1,0.56,0.5303,0.64,0.1045,80,Saturday,June,Summer
12483,2012-06-09,0,1,0.58,0.5455,0.64,0.1045,87,Saturday,June,Summer
12484,2012-06-09,0,1,0.62,0.6061,0.61,0.1045,244,Saturday,June,Summer
12485,2012-06-09,0,1,0.64,0.6212,0.57,0.1642,340,Saturday,June,Summer
12486,2012-06-09,0,1,0.7,0.6515,0.51,0.1045,466,Saturday,June,Summer
12487,2012-06-09,0,1,0.76,0.6667,0.35,0.0,569,Saturday,June,Summer
12488,2012-06-09,0,1,0.8,0.6970000000000001,0.29,0.2537,531,Saturday,June,Summer
12489,2012-06-09,0,1,0.82,0.6970000000000001,0.24,0.2836,585,Saturday,June,Summer
12490,2012-06-09,0,1,0.82,0.6970000000000001,0.23,0.194,593,Saturday,June,Summer
12491,2012-06-09,0,1,0.84,0.7121,0.2,0.2985,555,Saturday,June,Summer
12492,2012-06-09,0,1,0.82,0.6970000000000001,0.24,0.194,534,Saturday,June,Summer
12493,2012-06-09,0,1,0.84,0.7121,0.24,0.0,495,Saturday,June,Summer
12494,2012-06-09,0,1,0.82,0.6970000000000001,0.24,0.2239,451,Saturday,June,Summer
12495,2012-06-09,0,1,0.8,0.6970000000000001,0.29,0.1642,360,Saturday,June,Summer
12496,2012-06-09,0,1,0.76,0.6667,0.35,0.2239,363,Saturday,June,Summer
12497,2012-06-09,0,1,0.74,0.6515,0.4,0.194,316,Saturday,June,Summer
12498,2012-06-09,0,1,0.7,0.6515,0.58,0.1642,214,Saturday,June,Summer
12499,2012-06-09,0,1,0.68,0.6364,0.61,0.1642,230,Saturday,June,Summer
12500,2012-06-10,0,1,0.66,0.6212,0.69,0.1045,158,Sunday,June,Summer
12501,2012-06-10,0,1,0.64,0.6061,0.73,0.1343,116,Sunday,June,Summer
12502,2012-06-10,0,1,0.64,0.6061,0.69,0.1343,73,Sunday,June,Summer
12503,2012-06-10,0,1,0.64,0.6061,0.73,0.1045,29,Sunday,June,Summer
12504,2012-06-10,0,1,0.62,0.5909,0.78,0.0896,10,Sunday,June,Summer
12505,2012-06-10,0,1,0.62,0.6061,0.69,0.0896,13,Sunday,June,Summer
12506,2012-06-10,0,1,0.62,0.5909,0.73,0.0,30,Sunday,June,Summer
12507,2012-06-10,0,1,0.6,0.5758,0.78,0.1045,62,Sunday,June,Summer
12508,2012-06-10,0,1,0.64,0.6061,0.73,0.0896,181,Sunday,June,Summer
12509,2012-06-10,0,1,0.7,0.6515,0.58,0.0,266,Sunday,June,Summer
12510,2012-06-10,0,1,0.76,0.6818,0.4,0.1045,413,Sunday,June,Summer
12511,2012-06-10,0,1,0.76,0.6818,0.45,0.0896,499,Sunday,June,Summer
12512,2012-06-10,0,1,0.82,0.7121,0.3,0.0,502,Sunday,June,Summer
12513,2012-06-10,0,1,0.84,0.7273,0.28,0.1343,492,Sunday,June,Summer
12514,2012-06-10,0,1,0.84,0.7273,0.3,0.1343,500,Sunday,June,Summer
12515,2012-06-10,0,1,0.84,0.7273,0.3,0.2239,475,Sunday,June,Summer
12516,2012-06-10,0,1,0.84,0.7424,0.36,0.2836,508,Sunday,June,Summer
12517,2012-06-10,0,1,0.82,0.7424,0.41,0.2836,521,Sunday,June,Summer
12518,2012-06-10,0,1,0.82,0.7273,0.38,0.2239,490,Sunday,June,Summer
12519,2012-06-10,0,1,0.82,0.7121,0.28,0.2836,375,Sunday,June,Summer
12520,2012-06-10,0,1,0.76,0.6818,0.48,0.1642,363,Sunday,June,Summer
12521,2012-06-10,0,1,0.72,0.6818,0.62,0.1642,253,Sunday,June,Summer
12522,2012-06-10,0,1,0.7,0.6515,0.65,0.1642,159,Sunday,June,Summer
12523,2012-06-10,0,1,0.72,0.6667,0.58,0.1045,110,Sunday,June,Summer
12524,2012-06-11,0,1,0.7,0.6515,0.65,0.1045,41,Monday,June,Summer
12525,2012-06-11,0,1,0.66,0.6212,0.74,0.1642,24,Monday,June,Summer
12526,2012-06-11,0,1,0.66,0.6212,0.74,0.1045,17,Monday,June,Summer
12527,2012-06-11,0,1,0.64,0.5909,0.78,0.1045,6,Monday,June,Summer
12528,2012-06-11,0,1,0.64,0.5909,0.78,0.1343,7,Monday,June,Summer
12529,2012-06-11,0,1,0.64,0.5909,0.78,0.1343,37,Monday,June,Summer
12530,2012-06-11,0,1,0.62,0.5758,0.83,0.1045,144,Monday,June,Summer
12531,2012-06-11,0,1,0.64,0.5909,0.78,0.1045,503,Monday,June,Summer
12532,2012-06-11,0,1,0.66,0.6212,0.74,0.1343,651,Monday,June,Summer
